Customer_ID,snapshot_date,Age_imputed,Age_missing,debt_to_income,loan_to_income,inquiry_per_year,has_loans,has_overdue,high_utilization,session_sum,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,no_clicks,month,week_of_year,days_since_first_loan,hist_bucket,Type_of_Loan_clean,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour
CUS_0x103e,2024-12-01,40.0,0,0.0071633830103717145,0.1013265674206704,0.14860681113998983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,48,0,>75th,Student Loan,Good,No,Low_spent_Small_value_payments
CUS_0x1041,2023-11-01,15.0,0,0.5472365564689508,1.1138201692782652,0.95999999990784,1,0,0,1179,-26,147,136,-129,-40,204,48,-183,120,-31,58,34,0,215,162,135,106,219,7,-3,0,11,44,0,<=25th,Multiple,Bad,Yes,High_spent_Small_value_payments
CUS_0x1044,2023-06-01,44.0,0,0.004633750966984387,0.29902884402325675,0.15665796344156685,1,0,0,1289,64,-36,-27,254,-142,31,245,96,154,-26,32,101,63,80,146,62,66,125,40,-39,0,6,22,0,>75th,Unknown,unknown,No,Low_spent_Small_value_payments
CUS_0x1048,2024-02-01,27.0,0,0.04330683026191086,0.2359183854500583,0.69999999993,1,0,0,2648,264,137,178,279,142,222,29,131,67,97,143,353,211,156,-139,254,40,28,151,-95,0,2,5,0,<=25th,Multiple,Standard,Yes,High_spent_Small_value_payments
CUS_0x104a,2023-12-01,37.0,0,0.07492362190690752,0.6674948052216338,0.12403100774809207,1,0,1,1481,27,149,194,-125,75,187,120,126,268,-166,227,-108,202,29,70,42,52,-25,191,-54,0,12,48,0,>75th,Multiple,Good,No,Low_spent_Small_value_payments
CUS_0x104e,2023-06-01,50.0,0,0.05878617601808162,0.5213527853532962,0.23841059601701678,1,0,0,1882,144,-8,18,113,135,31,189,190,-30,-92,19,284,-120,101,-61,161,143,260,208,197,0,6,22,0,50-75th,Multiple,Standard,No,High_spent_Small_value_payments
CUS_0x104f,2024-10-01,20.0,0,0.015699267035286683,0.8820804042750131,0.4719101123277364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,25-50th,Multiple,unknown,NM,Low_spent_Small_value_payments
CUS_0x1051,2024-01-01,42.0,0,0.028565864756716495,0.2855330130414267,0.17543859648507232,1,0,0,2889,120,158,114,121,223,358,145,201,193,179,284,79,102,248,245,-4,33,38,74,-22,0,1,1,0,>75th,Student Loan,Good,No,Low_spent_Small_value_payments
CUS_0x1056,2023-04-01,44.0,0,0.13129303482152385,0.6229031522636536,0.7422680411911998,1,0,0,940,25,99,-204,-29,111,82,258,-10,-41,130,-184,130,90,105,29,131,55,74,29,60,0,4,13,0,25-50th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x1057,2023-09-01,32.0,1,0.00829546939659522,0.11545056429926684,0.1605351170504133,1,0,0,1945,69,26,145,3,60,249,290,38,40,57,143,145,31,173,14,245,194,80,-100,43,0,9,35,0,50-75th,Multiple,Standard,No,!@9#%8
CUS_0x105b,2023-11-01,24.0,0,0.005248602817282536,0.29045948075719624,0.0,1,0,0,1595,63,116,28,118,60,17,192,202,83,133,222,-2,256,-82,-111,-69,73,302,-20,14,0,11,44,0,>75th,Unknown,unknown,No,!@9#%8
CUS_0x105c,2023-06-01,4746.0,0,0.004254193778914474,0.0783590978046909,0.0,1,0,1,1166,100,175,175,-141,104,138,106,29,131,6,37,86,81,174,-86,211,46,-169,-37,0,0,6,22,0,50-75th,Multiple,Good,No,High_spent_Medium_value_payments
CUS_0x1063,2023-12-01,20.0,0,0.004530812884288827,0.07770082633274727,0.7093596058693974,1,0,0,2377,-41,241,85,108,137,19,118,104,78,90,26,249,94,23,108,249,115,298,51,225,0,12,48,0,25-50th,Multiple,unknown,Yes,High_spent_Large_value_payments
CUS_0x1069,2023-01-01,32.0,0,0.0035608709399163824,0.1705397959730068,0.16304347825555293,1,0,0,1625,-108,182,123,4,-56,27,25,-6,284,222,203,190,-14,-96,200,35,130,94,111,75,0,1,52,0,>75th,Multiple,Standard,Yes,High_spent_Small_value_payments
CUS_0x106f,2023-08-01,55.0,0,0.0057291717959208465,0.07460733413968886,0.3210702341008266,1,0,0,1597,0,-116,272,95,-1,134,155,222,163,-133,1,40,103,24,137,-123,113,165,48,298,0,8,31,0,50-75th,Multiple,Good,No,Low_spent_Medium_value_payments
CUS_0x1075,2024-05-01,39.0,0,0.016721618918844956,0.4047054290828442,83.94392522893773,1,0,0,2901,119,94,85,243,162,168,119,67,43,101,143,-18,329,105,89,312,38,334,241,127,0,5,18,0,25-50th,Multiple,unknown,No,Low_spent_Small_value_payments
CUS_0x107c,2023-11-01,15.0,0,1.92025E12,1.0E13,0.49999999996428574,1,0,0,1869,-7,-19,-88,49,-49,180,101,183,299,120,112,4,-28,172,231,-20,61,143,207,218,0,11,44,0,25-50th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x107e,2024-11-01,15.0,0,0.013179279670490533,0.13316304443211177,0.6666666666111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,<=25th,Multiple,Standard,Yes,Low_spent_Medium_value_payments
CUS_0x1087,2024-09-01,51.0,0,0.02437873533946295,0.23723030769007578,0.2463343108417712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,35,0,>75th,Multiple,Good,No,High_spent_Small_value_payments
CUS_0x108a,2023-05-01,38.0,0,0.13201212686264122,0.2703991849086897,1.935483870718002,1,0,0,1982,77,80,44,-95,161,126,50,-122,105,112,170,232,268,-50,12,123,137,105,31,416,0,5,18,0,<=25th,Multiple,unknown,Yes,Low_spent_Medium_value_payments
CUS_0x1096,2024-03-01,43.0,0,0.05821880732099931,0.7733019063437997,0.14062499999340822,1,0,0,1230,-60,21,214,76,32,-83,179,112,106,25,140,-142,84,62,165,-121,149,188,28,55,0,3,9,0,50-75th,Multiple,Standard,Yes,Low_spent_Small_value_payments
CUS_0x1098,2025-01-01,23.0,0,1.8595299999999998E12,1.0E13,0.42290748896442776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50-75th,Multiple,Standard,NM,Low_spent_Small_value_payments
CUS_0x109b,2023-10-01,55.0,0,0.018443881267671776,0.316036347972443,0.048979591834335694,1,0,1,3018,321,196,5,301,213,135,122,-54,-8,360,145,-52,36,239,204,87,126,333,49,260,0,10,39,0,50-75th,Multiple,Standard,No,Low_spent_Small_value_payments
CUS_0x109d,2024-04-01,45.0,0,0.060047776931909026,0.20349660069102962,1.6923076920473372,1,0,0,1708,4,58,-79,173,18,209,92,201,90,153,97,94,145,-27,151,-63,106,248,92,-54,0,4,14,0,<=25th,Multiple,Bad,NM,Low_spent_Small_value_payments
CUS_0x109f,2025-01-01,41.0,0,0.0072273836351444505,0.07666603340523014,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,>75th,Multiple,Good,NM,Low_spent_Medium_value_payments
CUS_0x10a9,2024-10-01,41.0,0,0.04752868288922268,0.5680764335479488,0.253968253952129,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,25-50th,Unknown,unknown,No,High_spent_Large_value_payments
CUS_0x10aa,2023-02-01,20.0,0,0.003884489333974029,0.08738812026667632,0.18604651161925365,1,0,0,2374,48,4,101,153,208,102,103,87,51,179,183,-11,177,228,64,58,118,27,187,307,0,2,5,0,50-75th,Unknown,Good,No,High_spent_Large_value_payments
CUS_0x10ac,2024-08-01,29.0,0,0.05104540469637036,0.5981345976303344,0.06153846153467456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31,0,25-50th,Multiple,unknown,No,!@9#%8
CUS_0x10b3,2024-11-01,48.0,0,0.0019117800435693865,0.07344807881860181,0.10975609755696014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,>75th,Multiple,unknown,NM,Low_spent_Small_value_payments
CUS_0x10b6,2025-01-01,49.0,0,4.883383371335507E-5,0.0017570551474599743,0.05454545454247934,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,25-50th,Multiple,Standard,No,High_spent_Small_value_payments
CUS_0x10bb,2023-03-01,35.0,0,0.0021967446818163825,0.1643900832011062,0.0,1,0,0,1790,-136,65,69,132,-47,124,95,108,242,83,2,199,84,171,42,-7,140,146,127,151,0,3,9,0,50-75th,Multiple,unknown,No,Low_spent_Small_value_payments
CUS_0x10c0,2024-02-01,39.0,0,0.028077735873626167,0.20220758104529993,0.599999999955,1,0,0,2197,269,43,-13,221,-11,44,161,257,109,-96,225,431,108,51,100,-118,-48,244,140,80,0,2,5,0,25-50th,Multiple,Bad,NM,Low_spent_Medium_value_payments
CUS_0x10c5,2024-08-01,24.0,0,0.007154251623785536,0.06304249644251153,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31,0,>75th,Payday Loan,Good,No,High_spent_Medium_value_payments
CUS_0x10d7,2023-12-01,39.0,0,0.3076626332183769,0.6262470143673198,1.1351351350430972,1,0,1,2177,61,119,355,31,90,-56,43,-38,110,230,215,225,99,109,-16,-61,94,105,143,319,0,12,48,0,<=25th,Multiple,Bad,Yes,Low_spent_Medium_value_payments
CUS_0x10dd,2024-06-01,25.0,0,0.012654668060004272,0.09465609547392323,0.18749999999121095,1,0,1,2023,300,62,-11,50,63,30,84,96,1,174,49,195,-23,29,40,122,232,166,60,304,0,6,22,0,50-75th,Multiple,unknown,No,High_spent_Large_value_payments
CUS_0x10df,2024-11-01,27.0,0,0.23446720719166836,1.0071269337465567,1.9534883718204434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,<=25th,Multiple,Standard,Yes,Low_spent_Small_value_payments
CUS_0x10e2,2025-01-01,37.0,0,0.058054173230535674,0.23183648109314994,1.0232558138583017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,<=25th,Multiple,Bad,Yes,High_spent_Large_value_payments
CUS_0x10e7,2024-11-01,32.0,1,0.0,0.15400309484619165,0.7674418604115738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,25-50th,Multiple,Standard,Yes,High_spent_Medium_value_payments
CUS_0x10eb,2023-03-01,51.0,0,6.773999999999999E11,1.0E13,0.19591836733734277,1,0,0,1729,28,142,100,-59,215,193,22,1,198,-29,189,139,155,-25,94,128,-74,83,95,134,0,3,9,0,50-75th,Multiple,Good,No,Low_spent_Small_value_payments
CUS_0x10ee,2023-06-01,32.0,1,0.03602008189469674,0.7898794328033145,0.07894736841793629,1,0,0,2181,129,110,35,99,212,205,82,171,77,148,84,-67,80,71,213,100,191,242,-1,0,0,6,22,0,50-75th,Unknown,Standard,No,!@9#%8
CUS_0x10f9,2023-05-01,54.0,0,0.007582410321392476,0.06660819355381845,0.0,1,0,1,1866,269,109,92,64,158,-1,206,-15,207,49,64,28,106,-59,31,4,20,166,221,147,0,5,18,0,>75th,Unknown,Good,No,High_spent_Medium_value_payments
CUS_0x10fd,2023-12-01,29.0,0,0.005719795464945169,0.25267462406437113,0.15062761505519862,1,0,0,2233,150,156,8,113,152,-19,154,187,79,174,212,315,-203,163,192,189,30,-17,87,111,0,12,48,0,50-75th,Multiple,unknown,No,High_spent_Medium_value_payments
CUS_0x10ff,2023-10-01,36.0,0,0.04186077109369843,0.6119548438520347,0.23414634144970853,1,0,1,2971,119,188,-54,381,365,133,306,-20,229,151,109,73,166,-36,218,120,-140,177,329,157,0,10,39,0,25-50th,Multiple,Standard,No,Low_spent_Small_value_payments
CUS_0x1100,2023-10-01,22.0,0,2.1697499999999998E12,1.0E13,0.8524590163375436,1,0,0,2117,67,15,237,70,249,-127,205,207,52,74,187,-5,-24,112,240,83,-92,141,89,337,0,10,39,0,25-50th,Multiple,Standard,Yes,High_spent_Medium_value_payments
CUS_0x1107,2023-11-01,31.0,0,0.09387187957209973,0.34539021495704225,13.71428570253061,1,0,0,1953,96,-96,150,183,47,266,121,161,163,154,55,93,307,96,29,-52,154,210,-247,63,0,11,44,0,<=25th,Multiple,Bad,Yes,!@9#%8
CUS_0x1108,2024-07-01,25.0,0,0.002875757652353641,0.0851067668645647,0.13043478260444233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,27,0,>75th,Unknown,Good,No,Low_spent_Medium_value_payments
CUS_0x1109,2024-06-01,43.0,0,0.025658087229001748,0.13108785088284874,0.5477178422963792,1,0,0,1957,-12,7,226,49,20,183,-50,-41,141,117,127,172,120,236,238,103,135,-9,242,-47,0,6,22,0,50-75th,Multiple,Standard,Yes,High_spent_Medium_value_payments
CUS_0x1119,2023-05-01,36.0,0,0.03838644876993426,0.17761389935330466,0.965517241312723,1,0,0,1394,-79,30,91,122,195,284,29,-61,260,94,55,-113,42,-14,71,4,92,118,94,80,0,5,18,0,25-50th,Multiple,unknown,Yes,Low_spent_Medium_value_payments
CUS_0x111b,2024-10-01,40.0,0,0.01084960389725133,0.14229361946872482,0.3414634146174896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,50-75th,Multiple,Good,No,Low_spent_Large_value_payments
CUS_0x111c,2024-03-01,32.0,1,0.061828921305403864,0.13925683639661043,1.012048192624764,1,0,0,1885,84,-41,137,328,45,93,-39,248,114,212,205,239,42,-181,74,-34,-16,221,92,62,0,3,9,0,<=25th,Multiple,unknown,Yes,High_spent_Large_value_payments
CUS_0x1123,2024-10-01,15.0,0,0.15564252295121542,0.6550942090981675,1.584905660197935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,<=25th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x112d,2024-03-01,22.0,0,0.16229874506133724,0.6789691347420577,0.41379310342381515,1,0,0,2687,195,112,262,374,98,148,136,273,33,313,-12,55,171,290,85,-72,-43,122,165,-18,0,3,9,0,25-50th,Multiple,unknown,Yes,Low_spent_Small_value_payments
CUS_0x112e,2024-04-01,32.0,0,0.03274732098484829,0.49597614553127994,0.10126582277968274,1,0,0,2137,107,107,312,-44,114,157,143,218,231,219,163,-29,51,78,43,97,59,-183,24,270,0,4,14,0,50-75th,Multiple,Standard,No,Low_spent_Small_value_payments
CUS_0x112f,2023-10-01,21.0,0,0.014160252863266274,0.13243906941952574,0.29577464787482644,1,0,1,1506,-22,-22,54,56,274,-7,-106,32,54,71,81,166,91,80,51,35,179,81,138,220,0,10,39,0,50-75th,Auto Loan,Good,No,Low_spent_Small_value_payments
CUS_0x1130,2023-07-01,37.0,0,0.007665519487531338,0.07256953031838813,0.07294832826481647,1,0,0,2311,-95,-9,144,104,149,20,127,-30,179,195,137,252,229,35,85,96,156,189,133,215,0,7,26,0,>75th,Unknown,Standard,No,Low_spent_Medium_value_payments
CUS_0x1132,2023-03-01,39.0,0,0.0312863639114378,0.21613023143224716,0.6428571428112245,1,0,0,2493,-66,34,75,314,213,7,89,-14,352,-92,153,180,98,245,207,146,150,80,105,217,0,3,9,0,25-50th,Multiple,unknown,Yes,High_spent_Small_value_payments
CUS_0x1134,2023-10-01,49.0,0,0.011017998245365878,0.6544697502444834,0.22702702701966399,1,0,0,2262,129,94,265,84,-76,-5,49,43,68,198,59,124,150,142,108,228,62,242,69,229,0,10,39,0,>75th,Multiple,Good,No,!@9#%8
CUS_0x1135,2023-03-01,32.0,1,0.008731943909604576,0.11996405876799165,0.22702702701966399,1,0,0,1996,155,231,147,158,93,134,97,167,18,137,114,59,62,213,73,6,57,-99,4,170,0,3,9,0,>75th,Multiple,unknown,No,High_spent_Medium_value_payments
CUS_0x1136,2023-06-01,22.0,0,0.03402564282376102,0.2676592184243687,0.9295774647101765,1,0,0,2553,10,48,36,402,145,112,-15,4,87,182,81,231,206,-36,207,243,-2,281,258,73,0,6,22,0,<=25th,Multiple,Standard,Yes,Low_spent_Small_value_payments
CUS_0x1138,2024-09-01,44.0,0,0.0015674614756388944,0.06457101856390915,0.200557103057363,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,35,0,>75th,Unknown,Good,No,!@9#%8
CUS_0x1139,2023-12-01,32.0,1,0.013902354960669097,0.10527222238714759,0.2271293375308342,1,0,1,2720,336,196,292,45,165,89,185,219,173,245,68,92,102,134,96,270,18,-23,47,-29,0,12,48,0,>75th,Unknown,unknown,Yes,High_spent_Large_value_payments
CUS_0x113e,2023-02-01,45.0,0,0.057332376551336814,0.2900511302132256,0.956521739047259,1,0,0,1516,51,286,109,64,-31,127,-28,66,-59,-30,-6,9,140,-50,161,118,137,148,42,262,0,2,5,0,<=25th,Multiple,Bad,Yes,Low_spent_Medium_value_payments
CUS_0x1140,2023-02-01,31.0,0,2.8411432006414166E-4,6.880980776466384E-4,2.024096385249528,1,0,0,2292,77,115,13,142,300,190,284,193,97,79,-93,244,218,-145,229,106,-38,175,196,-90,0,2,5,0,<=25th,Multiple,Bad,Yes,Low_spent_Large_value_payments
CUS_0x1144,2024-11-01,42.0,0,0.005116773317637697,0.07360992803598942,0.516556291370203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,50-75th,Multiple,Standard,Yes,Low_spent_Medium_value_payments
CUS_0x1145,2024-08-01,24.0,0,0.07026856823688978,0.5563183297988266,1.0469798656874916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31,0,25-50th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x114a,2023-01-01,43.0,0,0.0,0.6533616108238072,0.0,1,0,0,2167,-13,8,87,166,214,-98,215,152,129,139,14,203,26,86,171,125,-130,354,17,302,0,1,52,0,25-50th,Multiple,Good,No,Low_spent_Small_value_payments
CUS_0x114b,2025-01-01,37.0,0,0.009795931551239763,0.09335415504407349,0.09729729729414172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,>75th,Multiple,Standard,Yes,Low_spent_Medium_value_payments
CUS_0x1151,2024-10-01,41.0,0,0.21267140960429537,0.5652185954656714,0.7883211678141617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,<=25th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x1152,2024-11-01,29.0,0,0.025574082902701818,0.3193207919027809,0.054054054051132214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,0,25-50th,Multiple,Good,No,High_spent_Small_value_payments
CUS_0x1154,2023-06-01,41.0,0,2.8698299999999995E12,1.0E13,0.8219178081516232,1,0,0,1988,28,37,-88,-21,-10,149,40,351,305,66,89,62,-39,168,111,181,101,215,86,157,0,6,22,0,<=25th,Multiple,Bad,Yes,Low_spent_Small_value_payments
CUS_0x1155,2023-02-01,41.0,0,0.0029770926282032487,0.06309805917941691,51.04424778580374,1,0,0,2613,240,259,156,42,30,148,135,180,239,291,-70,111,176,155,270,23,8,155,-20,85,0,2,5,0,>75th,Multiple,Good,NM,Low_spent_Large_value_payments
CUS_0x1156,2023-06-01,25.0,0,0.19600467792541104,0.9940343031296679,1.384615384487574,1,0,0,2042,53,101,115,141,98,218,12,298,54,130,9,79,129,82,22,-15,105,174,87,150,0,6,22,0,<=25th,Multiple,Standard,Yes,High_spent_Small_value_payments
CUS_0x115c,2024-02-01,20.0,0,0.10680966122214569,0.23983253932773405,0.9411764704775086,1,0,0,1605,126,101,180,-13,233,41,184,84,310,106,-118,-65,36,-16,102,72,38,233,-121,92,0,2,5,0,<=25th,Multiple,Bad,NM,Low_spent_Large_value_payments
CUS_0x1168,2023-10-01,42.0,0,0.013062051383219095,0.13082066945645932,0.19277108432805923,1,0,0,2170,248,18,51,76,182,43,148,97,182,57,62,139,9,110,-10,161,227,-3,145,228,0,10,39,0,50-75th,Multiple,Good,No,Low_spent_Medium_value_payments
CUS_0x1169,2023-09-01,34.0,0,0.011415168764484016,0.08671175330991694,0.12543554006444171,1,0,1,2690,212,61,158,97,74,314,86,69,139,136,151,111,97,154,141,206,49,136,79,220,0,9,35,0,50-75th,Multiple,Good,No,High_spent_Small_value_payments
CUS_0x117d,2023-09-01,24.0,0,0.018936500818460756,0.14128448507032518,0.1867704280068434,1,0,0,1389,52,-20,230,-143,270,-4,21,67,36,240,75,112,-85,85,74,173,43,75,-12,100,0,9,35,0,50-75th,Multiple,Good,No,High_spent_Small_value_payments
CUS_0x117f,2023-11-01,51.0,0,1.40522E12,1.0E13,0.3045685279002293,1,0,0,2688,145,348,68,230,51,9,112,83,134,71,368,132,147,49,146,215,29,53,236,62,0,11,44,0,25-50th,Multiple,Standard,No,Low_spent_Large_value_payments
CUS_0x1182,2023-09-01,24.0,0,0.0024543727087880532,0.05659409492685974,0.349514563086436,1,0,1,1708,66,296,-7,182,255,-22,97,84,-41,78,112,55,175,99,-81,90,217,-38,33,58,0,9,35,0,25-50th,Multiple,Good,No,High_spent_Large_value_payments
CUS_0x1183,2024-04-01,22.0,0,0.007033735874433971,0.07440823318171112,0.116883116878563,1,0,0,2116,76,84,63,98,76,175,70,217,77,188,24,42,-18,38,-11,167,184,210,28,328,0,4,14,0,>75th,Multiple,Good,No,High_spent_Medium_value_payments
CUS_0x1184,2023-01-01,49.0,0,0.03560039713149076,0.5033352250348622,0.12244897958808831,1,0,0,2108,-85,45,200,89,128,54,76,51,61,139,6,197,172,96,174,163,37,207,180,118,0,1,52,0,>75th,Multiple,Good,No,!@9#%8
CUS_0x1185,2024-05-01,25.0,0,0.12772752080954203,0.5273246447809083,1.5714285712040816,1,0,0,2066,170,131,225,6,203,17,-129,5,43,92,42,-11,236,202,132,187,53,162,61,239,0,5,18,0,<=25th,Multiple,Standard,Yes,High_spent_Medium_value_payments
CUS_0x1190,2024-05-01,45.0,0,0.018343882253297833,0.22658237198208764,0.21352313166347942,1,0,0,1802,-58,64,66,172,72,173,119,264,174,207,-99,5,128,-30,241,113,-117,100,29,179,0,5,18,0,50-75th,Multiple,Good,NM,Low_spent_Large_value_payments
CUS_0x1192,2023-05-01,5498.0,0,0.07814760062808299,0.6127685649725794,0.37894736840509696,1,0,0,2409,191,144,28,127,245,-37,149,244,100,219,98,190,139,68,-37,235,-25,89,230,12,0,5,18,0,50-75th,Multiple,Standard,NM,Low_spent_Medium_value_payments
CUS_0x1193,2024-10-01,46.0,0,0.027812214926286202,0.3136987212385229,0.15841584157788452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40,0,50-75th,Credit-builder Loan,Standard,NM,High_spent_Medium_value_payments
CUS_0x1195,2024-12-01,31.0,0,0.01191196424833291,0.32862404128042677,53.567723341086996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,48,0,>75th,Multiple,Standard,No,Low_spent_Large_value_payments
